text_id,token,lexicon_value,neg_score,neu_score,pos_score,token_compound
13,dikelolah,0.0,0.0,1.0,0.0,0.0
13,oleh,0.0,0.0,1.0,0.0,0.0
13,meta,0.0,0.0,1.0,0.0,0.0
13,karena,0.0,0.0,1.0,0.0,0.0
13,atur,0.0,0.0,1.0,0.0,0.0
13,meta,0.0,0.0,1.0,0.0,0.0
13,keras,-3.0,1.0,0.0,0.0,-0.6124
13,coba,0.0,0.0,1.0,0.0,0.0
13,lihat,0.0,0.0,1.0,0.0,0.0
13,tiktok,0.0,0.0,1.0,0.0,0.0
13,kalau,0.0,0.0,1.0,0.0,0.0
13,tidak,0.0,0.0,1.0,0.0,0.0
13,benar,4.0,0.0,0.0,1.0,0.7184
13,iya,0.0,0.0,1.0,0.0,0.0
13,sudah,0.0,0.0,1.0,0.0,0.0
13,dia,0.0,0.0,1.0,0.0,0.0
13,minta,0.0,0.0,1.0,0.0,0.0
13,hapus,0.0,0.0,1.0,0.0,0.0
13,kan,0.0,0.0,1.0,0.0,0.0
13,aman,4.0,0.0,0.0,1.0,0.7184
13,bukan,0.0,0.0,1.0,0.0,0.0
13,sangsi,0.0,0.0,1.0,0.0,0.0
13,harus,0.0,0.0,1.0,0.0,0.0
13,di,0.0,0.0,1.0,0.0,0.0
13,terap,0.0,0.0,1.0,0.0,0.0
14,sering,0.0,0.0,1.0,0.0,0.0
14,sekali,0.0,0.0,1.0,0.0,0.0
